0,1,2,0,4,5,0,7,0,0
1,0,0,11,0,0,0,0,0,0
2,0,0,0,0,0,0,0,23,24
0,11,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,40,0,0
7,0,0,0,0,0,40,0,0,0
0,0,23,0,0,0,0,0,0,0
0,0,24,0,0,0,0,0,0,0
Waga: 117

0,1,0,0,4,5,6,0,8,9
1,0,0,0,0,0,0,0,0,0
0,0,0,18,0,0,0,0,0,0
0,0,18,0,25,0,0,0,0,0
4,0,0,25,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,44
8,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,44,0,0
Waga: 120

0,0,2,0,0,5,6,0,8,0
0,0,10,0,0,0,0,15,0,0
2,10,0,0,0,0,0,0,0,0
0,0,0,0,0,26,0,0,0,0
0,0,0,0,0,31,0,0,0,0
5,0,0,26,31,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,45
0,0,0,0,0,0,0,0,45,0
Waga: 148

0,0,2,0,0,5,0,7,0,0
0,0,0,11,0,0,14,0,0,0
2,0,0,0,0,0,0,0,0,24
0,11,0,0,25,26,0,0,0,0
0,0,0,25,0,0,0,0,0,0
5,0,0,26,0,0,0,0,38,0
0,14,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,38,0,0,0,0
0,0,24,0,0,0,0,0,0,0
Waga: 152

0,0,0,0,4,0,0,7,0,9
0,0,10,0,0,0,0,0,0,0
0,10,0,18,19,20,0,0,0,0
0,0,18,0,0,0,0,0,0,0
4,0,19,0,0,0,32,0,34,0
0,0,20,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
0,0,0,0,34,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0
Waga: 153

0,0,2,3,4,0,0,7,0,0
0,0,0,11,0,0,0,0,0,0
2,0,0,0,0,20,0,0,0,24
3,11,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
0,0,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,40,0,0
7,0,0,0,0,0,40,0,43,0
0,0,0,0,0,0,0,43,0,0
0,0,24,0,0,0,0,0,0,0
Waga: 154

0,1,0,3,0,0,0,0,0,0
1,0,10,0,0,13,14,0,0,0
0,10,0,0,0,0,0,0,0,24
3,0,0,0,0,0,0,0,29,0
0,0,0,0,0,31,0,0,0,0
0,13,0,0,31,0,0,0,0,0
0,14,0,0,0,0,0,40,0,0
0,0,0,0,0,0,40,0,0,0
0,0,0,29,0,0,0,0,0,0
0,0,24,0,0,0,0,0,0,0
Waga: 165

0,1,0,0,0,0,6,0,0,9
1,0,10,11,0,0,0,0,0,0
0,10,0,0,0,0,0,0,0,0
0,11,0,0,0,0,0,28,0,0
0,0,0,0,0,31,0,0,0,0
0,0,0,0,31,0,36,0,38,0
6,0,0,0,0,36,0,0,0,0
0,0,0,28,0,0,0,0,0,0
0,0,0,0,0,38,0,0,0,0
9,0,0,0,0,0,0,0,0,0
Waga: 170

0,0,0,0,4,0,6,0,0,0
0,0,0,11,0,0,14,15,16,0
0,0,0,0,0,0,0,0,23,0
0,11,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,39
6,14,0,0,0,0,0,0,0,42
0,15,0,0,0,0,0,0,0,0
0,16,23,0,0,0,0,0,0,0
0,0,0,0,0,39,42,0,0,0
Waga: 170

0,0,0,0,4,0,0,7,8,9
0,0,0,0,0,0,0,15,0,0
0,0,0,0,19,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30
4,0,19,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,39
0,0,0,0,0,0,0,40,0,0
7,15,0,0,0,0,40,0,0,0
8,0,0,0,0,0,0,0,0,0
9,0,0,30,0,39,0,0,0,0
Waga: 171

0,0,2,0,0,0,0,0,0,0
0,0,0,11,12,13,14,0,0,17
2,0,0,0,0,0,0,0,0,24
0,11,0,0,0,0,0,0,0,0
0,12,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,38,0
0,14,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,44
0,0,0,0,0,38,0,0,0,0
0,17,24,0,0,0,0,44,0,0
Waga: 175

0,0,0,3,4,0,0,7,0,0
0,0,0,11,0,0,0,0,0,0
0,0,0,18,0,0,0,0,0,0
3,11,18,0,0,0,0,0,0,30
4,0,0,0,0,0,32,0,34,0
0,0,0,0,0,0,0,37,0,0
0,0,0,0,32,0,0,0,0,0
7,0,0,0,0,37,0,0,0,0
0,0,0,0,34,0,0,0,0,0
0,0,0,30,0,0,0,0,0,0
Waga: 176

0,0,0,0,0,5,0,7,0,9
0,0,0,11,0,0,0,15,0,0
0,0,0,0,0,0,0,0,0,24
0,11,0,0,0,0,0,0,0,0
0,0,0,0,0,0,32,0,0,0
5,0,0,0,0,0,36,0,38,0
0,0,0,0,32,36,0,0,0,0
7,15,0,0,0,0,0,0,0,0
0,0,0,0,0,38,0,0,0,0
9,0,24,0,0,0,0,0,0,0
Waga: 177

0,0,0,3,0,5,0,0,0,0
0,0,0,11,0,0,0,15,0,0
0,0,0,0,0,0,0,0,0,24
3,11,0,0,0,0,27,0,29,30
0,0,0,0,0,0,0,0,0,35
5,0,0,0,0,0,0,0,0,0
0,0,0,27,0,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0
0,0,0,29,0,0,0,0,0,0
0,0,24,30,35,0,0,0,0,0
Waga: 179

0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,16,0
0,0,0,18,19,20,0,0,23,24
0,0,18,0,0,0,27,28,0,0
0,0,19,0,0,0,0,0,0,0
0,0,20,0,0,0,0,0,0,0
0,0,0,27,0,0,0,0,0,0
0,0,0,28,0,0,0,0,0,0
8,16,23,0,0,0,0,0,0,0
0,0,24,0,0,0,0,0,0,0
Waga: 183

0,1,0,0,0,0,6,7,8,0
1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,27,0,0,0
0,0,0,0,0,31,0,0,0,0
0,0,0,0,31,0,0,37,0,0
6,0,0,27,0,0,0,0,0,0
7,0,0,0,0,37,0,0,0,44
8,0,23,0,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0
Waga: 184

0,1,0,3,0,0,6,7,0,0
1,0,0,0,0,0,0,0,0,0
0,0,0,18,0,0,0,0,0,0
3,0,18,0,0,0,0,0,0,0
0,0,0,0,0,0,0,33,0,35
0,0,0,0,0,0,0,0,0,39
6,0,0,0,0,0,0,0,0,0
7,0,0,0,33,0,0,0,43,0
0,0,0,0,0,0,0,43,0,0
0,0,0,0,35,39,0,0,0,0
Waga: 185

0,0,0,0,0,5,6,7,0,0
0,0,0,11,0,0,0,0,0,0
0,0,0,0,0,0,21,0,0,0
0,11,0,0,0,26,0,0,0,0
0,0,0,0,0,31,0,0,0,35
5,0,0,26,31,0,0,0,0,0
6,0,21,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,45
0,0,0,0,35,0,0,0,45,0
Waga: 187

0,1,0,0,0,0,0,7,0,0
1,0,10,0,0,0,0,0,0,0
0,10,0,0,19,20,21,0,0,0
0,0,0,0,0,0,0,28,0,0
0,0,19,0,0,0,0,0,0,0
0,0,20,0,0,0,0,0,0,39
0,0,21,0,0,0,0,0,0,0
7,0,0,28,0,0,0,0,43,0
0,0,0,0,0,0,0,43,0,0
0,0,0,0,0,39,0,0,0,0
Waga: 188

0,1,0,0,0,0,0,0,0,9
1,0,0,11,0,0,0,15,0,0
0,0,0,0,0,20,21,0,0,0
0,11,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,33,0,0
0,0,20,0,0,0,0,37,0,0
0,0,21,0,0,0,0,0,41,0
0,15,0,0,33,37,0,0,0,0
0,0,0,0,0,0,41,0,0,0
9,0,0,0,0,0,0,0,0,0
Waga: 188

0,0,0,3,0,0,0,0,8,9
0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,20,0,0,0,0
3,0,0,0,25,0,0,0,0,0
0,0,0,25,0,31,0,0,0,0
0,0,20,0,31,0,36,0,0,0
0,0,0,0,0,36,0,40,0,0
0,0,0,0,0,0,40,0,0,0
8,16,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0
Waga: 188

0,0,0,0,4,0,0,0,8,0
0,0,0,0,0,13,0,0,0,0
0,0,0,0,19,0,21,22,0,0
0,0,0,0,0,0,0,0,29,0
4,0,19,0,0,0,0,0,0,35
0,13,0,0,0,0,0,0,0,39
0,0,21,0,0,0,0,0,0,0
0,0,22,0,0,0,0,0,0,0
8,0,0,29,0,0,0,0,0,0
0,0,0,0,35,39,0,0,0,0
Waga: 190

0,0,0,0,0,5,0,0,8,9
0,0,10,0,0,0,0,0,0,17
0,10,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,28,0,0
0,0,0,0,0,0,0,0,34,0
5,0,0,0,0,0,0,37,0,0
0,0,0,0,0,0,0,0,0,42
0,0,0,28,0,37,0,0,0,0
8,0,0,0,34,0,0,0,0,0
9,17,0,0,0,0,42,0,0,0
Waga: 190

0,0,0,0,0,0,0,0,8,0
0,0,0,11,0,0,0,15,0,0
0,0,0,18,0,0,21,0,0,0
0,11,18,0,25,26,0,0,29,0
0,0,0,25,0,0,0,0,0,0
0,0,0,26,0,0,0,0,0,39
0,0,21,0,0,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0
8,0,0,29,0,0,0,0,0,0
0,0,0,0,0,39,0,0,0,0
Waga: 192

0,1,0,0,0,0,6,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,0,18,19,0,0,0,0,24
0,0,18,0,0,0,27,0,29,0
0,0,19,0,0,0,0,33,0,0
0,0,0,0,0,0,36,0,0,0
6,0,0,27,0,36,0,0,0,0
0,0,0,0,33,0,0,0,0,0
0,0,0,29,0,0,0,0,0,0
0,0,24,0,0,0,0,0,0,0
Waga: 193

0,1,0,0,0,0,0,0,0,9
1,0,0,0,12,0,0,15,0,0
0,0,0,0,0,0,0,0,23,0
0,0,0,0,25,0,0,0,0,0
0,12,0,25,0,0,0,0,34,0
0,0,0,0,0,0,36,0,38,0
0,0,0,0,0,36,0,0,0,0
0,15,0,0,0,0,0,0,0,0
0,0,23,0,34,38,0,0,0,0
9,0,0,0,0,0,0,0,0,0
Waga: 193

0,1,0,0,0,0,0,0,8,0
1,0,0,0,0,0,0,15,0,0
0,0,0,0,19,0,0,0,23,0
0,0,0,0,25,0,0,0,0,0
0,0,19,25,0,0,32,0,0,35
0,0,0,0,0,0,36,0,0,0
0,0,0,0,32,36,0,0,0,0
0,15,0,0,0,0,0,0,0,0
8,0,23,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0
Waga: 194

0,0,2,0,0,0,0,7,0,0
0,0,0,0,0,13,14,15,0,0
2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,27,0,0,0
0,0,0,0,0,0,0,33,0,0
0,13,0,0,0,0,0,0,38,0
0,14,0,27,0,0,0,0,0,0
7,15,0,0,33,0,0,0,0,0
0,0,0,0,0,38,0,0,0,45
0,0,0,0,0,0,0,0,45,0
Waga: 194

0,0,0,0,0,0,6,0,0,0
0,0,10,0,12,0,14,0,0,0
0,10,0,0,0,20,0,0,23,0
0,0,0,0,0,0,0,0,29,0
0,12,0,0,0,0,0,0,0,0
0,0,20,0,0,0,0,0,0,0
6,14,0,0,0,0,0,40,0,42
0,0,0,0,0,0,40,0,0,0
0,0,23,29,0,0,0,0,0,0
0,0,0,0,0,0,42,0,0,0
Waga: 196

0,0,0,0,0,0,6,0,8,0
0,0,10,0,0,0,0,0,0,17
0,10,0,0,0,0,0,22,0,0
0,0,0,0,25,0,0,28,0,0
0,0,0,25,0,0,0,0,0,0
0,0,0,0,0,0,0,37,0,0
6,0,0,0,0,0,0,0,0,0
0,0,22,28,0,37,0,0,43,0
8,0,0,0,0,0,0,43,0,0
0,17,0,0,0,0,0,0,0,0
Waga: 196

0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,13,14,0,0,17
0,0,0,0,19,0,21,0,0,0
0,0,0,0,0,26,0,0,0,0
0,0,19,0,0,0,0,0,0,0
5,13,0,26,0,0,0,0,0,0
0,14,21,0,0,0,0,40,41,0
0,0,0,0,0,0,40,0,0,0
0,0,0,0,0,0,41,0,0,0
0,17,0,0,0,0,0,0,0,0
Waga: 196

0,0,2,3,0,0,0,7,0,0
0,0,0,0,0,0,14,0,0,0
2,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,27,0,29,0
0,0,0,0,0,0,0,0,34,0
0,0,0,0,0,0,36,0,0,0
0,14,0,27,0,36,0,0,0,0
7,0,0,0,0,0,0,0,0,44
0,0,0,29,34,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0
Waga: 196

0,0,2,0,0,0,0,0,0,9
0,0,0,11,12,0,0,0,0,0
2,0,0,0,0,0,0,22,0,0
0,11,0,0,0,0,0,0,0,0
0,12,0,0,0,31,32,0,0,0
0,0,0,0,31,0,0,0,0,0
0,0,0,0,32,0,0,40,41,0
0,0,22,0,0,0,40,0,0,0
0,0,0,0,0,0,41,0,0,0
9,0,0,0,0,0,0,0,0,0
Waga: 200

0,0,2,0,0,0,0,0,8,0
0,0,0,0,0,0,0,15,0,0
2,0,0,0,19,0,0,22,0,0
0,0,0,0,0,26,0,0,0,0
0,0,19,0,0,0,0,0,0,35
0,0,0,26,0,0,36,37,0,0
0,0,0,0,0,36,0,0,0,0
0,15,22,0,0,37,0,0,0,0
8,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0
Waga: 200

0,0,0,3,0,0,6,0,0,0
0,0,0,0,0,0,0,15,0,0
0,0,0,0,0,0,0,22,23,24
3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,34,0
0,0,0,0,0,0,36,37,0,0
6,0,0,0,0,36,0,0,0,0
0,15,22,0,0,37,0,0,0,0
0,0,23,0,34,0,0,0,0,0
0,0,24,0,0,0,0,0,0,0
Waga: 200

0,0,0,0,0,0,0,0,8,0
0,0,0,11,12,0,0,0,0,0
0,0,0,0,19,0,0,0,0,24
0,11,0,0,0,0,27,28,0,0
0,12,19,0,0,0,0,0,34,0
0,0,0,0,0,0,0,0,38,0
0,0,0,27,0,0,0,0,0,0
0,0,0,28,0,0,0,0,0,0
8,0,0,0,34,38,0,0,0,0
0,0,24,0,0,0,0,0,0,0
Waga: 201

0,0,0,0,0,0,0,7,0,0
0,0,0,0,0,0,0,15,16,0
0,0,0,0,19,0,21,22,0,0
0,0,0,0,0,26,0,0,0,0
0,0,19,0,0,31,0,0,0,0
0,0,0,26,31,0,0,0,0,0
0,0,21,0,0,0,0,0,0,0
7,15,22,0,0,0,0,0,0,44
0,16,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,44,0,0
Waga: 201

0,0,0,0,0,0,0,7,8,0
0,0,10,0,0,13,0,0,16,0
0,10,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30
0,0,0,0,0,0,32,0,0,0
0,13,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,42
7,0,0,0,0,0,0,0,0,44
8,16,0,0,0,0,0,0,0,0
0,0,0,30,0,0,42,44,0,0
Waga: 202

0,0,0,0,4,0,0,7,8,0
0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,0,0,22,0,0
0,0,0,0,0,0,0,28,0,0
4,0,0,0,0,31,0,0,0,0
0,0,0,0,31,0,0,0,0,0
0,0,0,0,0,0,0,0,41,0
7,0,22,28,0,0,0,0,0,0
8,0,0,0,0,0,41,0,0,45
0,17,0,0,0,0,0,0,45,0
Waga: 203

0,0,0,0,4,5,0,0,0,0
0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,0,0,22,0,0
0,0,0,0,25,0,27,28,0,30
4,0,0,25,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
0,0,0,27,0,0,0,0,0,0
0,0,22,28,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,45
0,17,0,30,0,0,0,0,45,0
Waga: 203

0,0,0,0,0,0,0,7,0,0
0,0,10,0,12,0,14,0,0,17
0,10,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,28,0,0
0,12,0,0,0,0,0,0,34,0
0,0,0,0,0,0,0,0,38,0
0,14,0,0,0,0,0,0,0,0
7,0,0,28,0,0,0,0,43,0
0,0,0,0,34,38,0,43,0,0
0,17,0,0,0,0,0,0,0,0
Waga: 203

0,0,2,0,4,0,0,0,0,9
0,0,0,0,0,0,0,15,0,0
2,0,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,28,0,0
4,0,0,25,0,0,0,0,0,0
0,0,0,0,0,0,36,0,0,0
0,0,0,0,0,36,0,40,0,0
0,15,0,28,0,0,40,0,0,0
0,0,0,0,0,0,0,0,0,45
9,0,0,0,0,0,0,0,45,0
Waga: 204

0,0,0,0,0,0,0,0,0,9
0,0,10,0,0,13,14,0,0,0
0,10,0,0,0,0,0,22,0,0
0,0,0,0,0,26,0,0,0,0
0,0,0,0,0,0,0,33,0,35
0,13,0,26,0,0,0,0,0,0
0,14,0,0,0,0,0,0,0,0
0,0,22,0,33,0,0,0,43,0
0,0,0,0,0,0,0,43,0,0
9,0,0,0,35,0,0,0,0,0
Waga: 205

0,0,2,0,0,5,0,7,0,0
0,0,0,0,0,0,0,0,0,17
2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30
0,0,0,0,0,0,0,0,34,35
5,0,0,0,0,0,36,0,0,39
0,0,0,0,0,36,0,0,0,0
7,0,0,0,0,0,0,0,0,0
0,0,0,0,34,0,0,0,0,0
0,17,0,30,35,39,0,0,0,0
Waga: 205

0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,15,0,17
2,0,0,0,0,0,0,22,23,0
0,0,0,0,0,26,0,0,0,0
0,0,0,0,0,31,0,0,0,0
0,0,0,26,31,0,36,37,0,0
0,0,0,0,0,36,0,0,0,0
0,15,22,0,0,37,0,0,0,0
0,0,23,0,0,0,0,0,0,0
0,17,0,0,0,0,0,0,0,0
Waga: 209

0,0,0,0,4,0,0,0,0,0
0,0,10,11,0,13,0,0,0,0
0,10,0,0,0,0,21,0,0,0
0,11,0,0,0,0,0,0,0,0
4,0,0,0,0,0,32,0,0,0
0,13,0,0,0,0,0,0,38,0
0,0,21,0,32,0,0,40,0,42
0,0,0,0,0,0,40,0,0,0
0,0,0,0,0,38,0,0,0,0
0,0,0,0,0,0,42,0,0,0
Waga: 211

0,0,0,0,0,0,0,0,8,9
0,0,0,0,0,13,14,0,0,0
0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,26,0,0,0,0
0,0,0,0,0,0,0,0,34,0
0,13,0,26,0,0,0,0,0,0
0,14,0,0,0,0,0,0,41,0
0,0,0,0,0,0,0,0,43,0
8,0,23,0,34,0,41,43,0,0
9,0,0,0,0,0,0,0,0,0
Waga: 211

0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,15,16,0
2,0,0,0,0,20,0,22,0,0
0,0,0,0,0,0,0,28,0,0
0,0,0,0,0,0,0,33,0,35
0,0,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,40,0,0
0,15,22,28,33,0,40,0,0,0
0,16,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0
Waga: 211

0,1,0,0,0,0,0,0,0,0
1,0,10,11,0,0,0,0,0,0
0,10,0,0,0,20,0,22,0,0
0,11,0,0,0,0,0,0,0,0
0,0,0,0,0,0,32,33,0,0
0,0,20,0,0,0,0,0,0,39
0,0,0,0,32,0,0,0,0,0
0,0,22,0,33,0,0,0,43,0
0,0,0,0,0,0,0,43,0,0
0,0,0,0,0,39,0,0,0,0
Waga: 211

0,1,0,0,0,0,0,7,0,9
1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,20,0,0,0,0
0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,31,32,0,0,0
0,0,20,0,31,0,0,0,0,0
0,0,0,0,32,0,0,0,41,42
7,0,0,0,0,0,0,0,0,0
0,0,0,29,0,0,41,0,0,0
9,0,0,0,0,0,42,0,0,0
Waga: 212

0,1,0,0,0,0,0,0,0,0
1,0,10,0,0,0,0,0,16,0
0,10,0,0,19,0,0,0,0,0
0,0,0,0,0,26,0,0,0,0
0,0,19,0,0,31,32,0,0,0
0,0,0,26,31,0,0,0,0,39
0,0,0,0,32,0,0,40,0,0
0,0,0,0,0,0,40,0,0,0
0,16,0,0,0,0,0,0,0,0
0,0,0,0,0,39,0,0,0,0
Waga: 214

0,0,0,0,0,0,6,0,8,0
0,0,0,0,0,0,14,0,0,0
0,0,0,0,19,0,0,0,0,24
0,0,0,0,25,0,0,0,0,0
0,0,19,25,0,0,0,0,0,0
0,0,0,0,0,0,36,0,0,0
6,14,0,0,0,36,0,40,0,42
0,0,0,0,0,0,40,0,0,0
8,0,0,0,0,0,0,0,0,0
0,0,24,0,0,0,42,0,0,0
Waga: 214

0,0,0,0,0,0,6,0,0,0
0,0,10,0,12,0,0,0,0,0
0,10,0,0,0,0,0,0,0,24
0,0,0,0,0,0,0,28,29,30
0,12,0,0,0,0,0,0,0,0
0,0,0,0,0,0,36,0,0,39
6,0,0,0,0,36,0,0,0,0
0,0,0,28,0,0,0,0,0,0
0,0,0,29,0,0,0,0,0,0
0,0,24,30,0,39,0,0,0,0
Waga: 214

0,0,0,0,0,0,0,7,0,9
0,0,0,0,0,0,14,0,0,0
0,0,0,0,0,20,0,22,0,0
0,0,0,0,0,0,0,0,0,30
0,0,0,0,0,31,0,0,0,0
0,0,20,0,31,0,0,0,0,0
0,14,0,0,0,0,0,0,41,42
7,0,22,0,0,0,0,0,0,0
0,0,0,0,0,0,41,0,0,0
9,0,0,30,0,0,42,0,0,0
Waga: 216

0,0,0,3,0,0,6,0,0,0
0,0,0,0,12,0,0,0,0,0
0,0,0,0,0,20,0,0,0,0
3,0,0,0,0,0,0,0,29,0
0,12,0,0,0,0,32,0,0,35
0,0,20,0,0,0,36,0,0,0
6,0,0,0,32,36,0,0,0,0
0,0,0,0,0,0,0,0,43,0
0,0,0,29,0,0,0,43,0,0
0,0,0,0,35,0,0,0,0,0
Waga: 216

0,0,2,3,0,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0
2,0,0,0,19,0,21,0,0,0
